"Symbol","Description","Market Capitalization","Average Volume (10 Day)","Price","Universe","Sector","Industry","Sub-Industry"
"AAP","Advance Auto Parts Inc","$3B (Small)","1,455,260","$46.37","Domestic","Consumer Discretionary","Specialty Retail","Automotive Retail"
"AB","AllianceBernstein Holding LP","$4B (Small)","257,960","$39.96","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"ABCB","Ameris Bancorp","$5B (Small)","401,660","$77.95","Domestic","Financials","Banks","Regional Banks"
"ABEV","Ambev SA","$40B (Mid)","33,051,040","$2.55","International (ADR)","Consumer Staples","Beverages","Brewers"
"ABG","Asbury Automotive Group Inc","$5B (Small)","168,180","$243.64","Domestic","Consumer Discretionary","Specialty Retail","Automotive Retail"
"ABNB","Airbnb Inc","$78B (Large)","4,589,400","$128.39","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
"ACGL","Arch Capital Group Ltd","$34B (Mid)","2,351,430","$93.92","Domestic","Financials","Insurance","Property & Casualty Insurance"
"ACI","Albertsons Companies Inc","$10B (Mid)","8,350,740","$17.36","Domestic","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"ACT","Enact Holdings Inc","$6B (Small)","275,290","$39.74","Domestic","Financials","Financial Services","Commercial & Residential Mortgage Finance"
"AD","Array Digital Infrastructure Inc","$4B (Small)","273,690","$49.25","Domestic","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services"
"ADDYY","Adidas AG","$35B (Mid)","120,610","$98.23","International (ADR)","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
"ADM","Archer-Daniels-Midland Co","$29B (Mid)","2,469,850","$60.01","Domestic","Consumer Staples","Food Products","Agricultural Products & Services"
"ADRNY","Koninklijke Ahold Delhaize NV","$36B (Mid)","46,900","$40.70","International (ADR)","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"ADT","ADT Inc","$7B (Small)","6,525,350","$8.16","Domestic","Consumer Discretionary","Diversified Consumer Services","Specialized Consumer Services"
"AEG","Aegon Ltd","$12B (Mid)","6,448,860","$7.38","International (ADR)","Financials","Insurance","Life & Health Insurance"
"AEO","American Eagle Outfitters Inc","$4B (Small)","13,434,230","$25.46","Domestic","Consumer Discretionary","Specialty Retail","Apparel Retail"
"AFG","American Financial Group Inc","$11B (Mid)","402,830","$137.23","Domestic","Financials","Insurance","Property & Casualty Insurance"
"AFL","Aflac Inc","$58B (Large)","2,170,650","$110.05","Domestic","Financials","Insurance","Life & Health Insurance"
"AFRM","Affirm Holdings Inc","$22B (Mid)","4,724,010","$67.25","Domestic","Financials","Financial Services","Transaction & Payment Processing Services"
"AGESY","Ageas SA","$13B (Mid)","5,660","$67.59","International (ADR)","Financials","Insurance","Multi-line Insurance"
"AGNC","AGNC Investment Corp","$11B (Mid)","17,250,930","$10.32","Domestic","Financials","Mortgage Real Estate Investment Trusts (REITs)","Mortgage REITs"
"AGO","Assured Guaranty Ltd","$4B (Small)","258,510","$90.22","Domestic","Financials","Insurance","Property & Casualty Insurance"
"AIG","American International Group Inc","$46B (Large)","5,824,790","$84.90","Domestic","Financials","Insurance","Property & Casualty Insurance"
"AIZ","Assurant Inc","$11B (Mid)","320,960","$229.30","Domestic","Financials","Insurance","Property & Casualty Insurance"
"AJG","Arthur J. Gallagher & Co.","$66B (Large)","1,651,840","$255.38","Domestic","Financials","Insurance","Insurance Brokers"
"AKBTY","Akbank TAS","$9B (Mid)","34,900","$3.27","International (ADR)","Financials","Banks","Diversified Banks"
"AKO/B","Embotelladora Andina SA","$2B (Small)","4,360","$27.22","International (ADR)","Consumer Staples","Beverages","Soft Drinks & Non-alcoholic Beverages"
"ALL","Allstate Corp","$54B (Large)","1,605,820","$207.18","Domestic","Financials","Insurance","Property & Casualty Insurance"
"ALV","Autoliv Inc","$9B (Mid)","547,390","$121.27","International (ADR)","Consumer Discretionary","Automobile Components","Automotive Parts & Equipment"
"AM","Antero Midstream Corp","$9B (Mid)","2,452,260","$17.97","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation"
"AMG","Affiliated Managers Group Inc","$8B (Mid)","399,130","$277.41","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"AMP","Ameriprise Financial Inc","$46B (Large)","638,860","$493.63","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"AMX","America Movil SAB de CV","$64B (Large)","2,217,470","$21.33","International (ADR)","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services"
"AMZN","Amazon.com Inc","$2T (Large)","36,652,540","$226.19","Domestic","Consumer Discretionary","Broadline Retail","Broadline Retail"
"AN","AutoNation Inc","$8B (Mid)","400,630","$210.07","Domestic","Consumer Discretionary","Specialty Retail","Automotive Retail"
"ANCTF","Alimentation Couche-Tard Inc","$48B (Large)","90,330","$52.43","International (ADR)","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"ANF","Abercrombie & Fitch Co","$5B (Small)","2,291,380","$112.09","Domestic","Consumer Discretionary","Specialty Retail","Apparel Retail"
"ANZGY","ANZ Group Holdings Ltd","$71B (Large)","67,600","$23.73","International (ADR)","Financials","Banks","Diversified Banks"
"AON","Aon PLC","$76B (Large)","1,000,850","$353.79","Domestic","Financials","Insurance","Insurance Brokers"
"AOREF","American Overseas Group Ltd","$6B (Small)","0","$1,260.00","International (ADR)","Financials","Insurance","Reinsurance"
"APA","APA Corp (US)","$9B (Mid)","5,813,280","$25.93","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"APAM","Artisan Partners Asset Management Inc","$3B (Small)","549,990","$41.49","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"APO","Apollo Global Management Inc","$86B (Large)","3,466,210","$148.05","Domestic","Financials","Financial Services","Diversified Financial Services"
"APTV","Aptiv PLC","$17B (Mid)","1,970,720","$78.78","Domestic","Consumer Discretionary","Automobile Components","Automotive Parts & Equipment"
"AR","Antero Resources Corp","$11B (Mid)","6,270,520","$35.19","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"ARCC","Ares Capital Corp","$15B (Mid)","3,806,250","$20.85","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"ARES","Ares Management Corp","$57B (Large)","8,173,430","$173.78","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"ARLP","Alliance Resource Partners LP","$3B (Small)","208,780","$24.13","Domestic","Energy","Oil, Gas & Consumable Fuels","Coal & Consumable Fuels"
"ARMK","Aramark","$10B (Mid)","2,017,700","$37.42","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants"
"AROC","Archrock Inc","$5B (Small)","1,889,950","$26.11","Domestic","Energy","Energy Equipment & Services","Oil & Gas Equipment & Services"
"ARX","Accelerant Holdings","$3B (Small)","1,082,170","$15.67","International (ADR)","Financials","Insurance","Insurance Brokers"
"AS","Amer Sports Inc","$21B (Mid)","4,035,960","$38.36","Domestic","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
"ASB","Associated Banc-Corp","$4B (Small)","2,193,370","$27.10","Domestic","Financials","Banks","Regional Banks"
"ASO","Academy Sports and Outdoors Inc","$4B (Small)","2,198,700","$55.50","Domestic","Consumer Discretionary","Specialty Retail","Other Specialty Retail"
"ASTS","AST SpaceMobile Inc","$28B (Mid)","13,765,700","$76.70","Domestic","Communication Services","Diversified Telecommunication Services","Alternative Carriers"
"ATAT","Atour Lifestyle Holdings Ltd","$6B (Small)","1,701,480","$42.76","International (ADR)","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
"ATGE","Adtalem Global Education Inc","$3B (Small)","593,090","$92.88","Domestic","Consumer Discretionary","Diversified Consumer Services","Education Services"
"ATHM","Autohome Inc","$3B (Small)","467,950","$24.25","International (ADR)","Communication Services","Interactive Media & Services","Interactive Media & Services"
"AUB","Atlantic Union Bankshares Corp","$5B (Small)","1,384,720","$36.65","Domestic","Financials","Banks","Regional Banks"
"AVIFY","Advanced Info Service PCL","$29B (Mid)","18,580","$9.70","International (ADR)","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services"
"AX","Axos Financial Inc","$5B (Small)","288,950","$85.42","Domestic","Financials","Banks","Regional Banks"
"AXAHY","AXA SA","$103B (Large)","99,610","$47.43","International (ADR)","Financials","Insurance","Multi-line Insurance"
"AXP","American Express Co","$264B (Large)","2,406,020","$382.56","Domestic","Financials","Consumer Finance","Consumer Finance"
"AXS","AXIS Capital Holdings Ltd","$8B (Mid)","629,470","$104.36","Domestic","Financials","Insurance","Property & Casualty Insurance"
"AZO","Autozone Inc","$57B (Large)","190,160","$3,445.71","Domestic","Consumer Discretionary","Specialty Retail","Automotive Retail"
"BABA","Alibaba Group Holding Ltd","$371B (Large)","8,471,940","$155.68","International (ADR)","Consumer Discretionary","Broadline Retail","Broadline Retail"
"BAC","Bank of America Corp","$403B (Large)","39,848,730","$55.14","Domestic","Financials","Banks","Diversified Banks"
"BAM","BROOKFIELD ASSET MANAGEMENT LTD","$88B (Large)","2,780,990","$53.79","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"BANC","Banc of California Inc","$3B (Small)","1,924,010","$19.83","Domestic","Financials","Banks","Regional Banks"
"BANF","BancFirst Corp","$4B (Small)","123,860","$113.28","Domestic","Financials","Banks","Regional Banks"
"BANR","Banner Corp","$2B (Small)","163,790","$66.36","Domestic","Financials","Banks","Regional Banks"
"BAP","Credicorp Ltd","$22B (Mid)","357,680","$282.53","International (ADR)","Financials","Banks","Diversified Banks"
"BBAR","Banco BBVA Argentina SA","$3B (Small)","680,970","$16.86","International (ADR)","Financials","Banks","Diversified Banks"
"BBD","Banco Bradesco SA","$18B (Mid)","43,356,620","$3.45","International (ADR)","Financials","Banks","Diversified Banks"
"BBT","Berkshire Hills Bancorp Inc","$2B (Small)","1,171,460","$27.03","Domestic","Financials","Banks","Regional Banks"
"BBVA","Banco Bilbao Vizcaya Argentaria SA","$130B (Large)","1,278,700","$22.63","International (ADR)","Financials","Banks","Diversified Banks"
"BBWI","Bath & Body Works Inc","$4B (Small)","8,153,020","$20.05","Domestic","Consumer Discretionary","Specialty Retail","Other Specialty Retail"
"BBY","Best Buy Co Inc","$15B (Mid)","4,772,690","$73.46","Domestic","Consumer Discretionary","Specialty Retail","Computer & Electronics Retail"
"BC","Brunswick Corp","$5B (Small)","950,090","$73.79","Domestic","Consumer Discretionary","Leisure Products","Leisure Products"
"BCE","BCE Inc","$22B (Mid)","2,902,240","$23.71","International (ADR)","Communication Services","Diversified Telecommunication Services","Integrated Telecommunication Services"
"BCH","Banco de Chile","$20B (Mid)","228,830","$38.84","International (ADR)","Financials","Banks","Diversified Banks"
"BCS","Barclays PLC","$83B (Large)","5,035,890","$23.84","International (ADR)","Financials","Banks","Diversified Banks"
"BDOUY","BDO Unibank Inc","$12B (Mid)","94,420","$21.60","International (ADR)","Financials","Banks","Diversified Banks"
"BEN","Franklin Resources Inc","$12B (Mid)","3,303,870","$23.48","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"BF/B","Brown-Forman Corp","$9B (Mid)","6,198,230","$30.76","Domestic","Consumer Staples","Beverages","Distillers & Vintners"
"BFAM","Bright Horizons Family Solutions Inc","$6B (Small)","801,600","$100.71","Domestic","Consumer Discretionary","Diversified Consumer Services","Education Services"
"BFH","Bread Financial Holdings Inc","$3B (Small)","782,760","$74.59","Domestic","Financials","Consumer Finance","Consumer Finance"
"BG","Bunge Global SA","$18B (Mid)","1,157,080","$92.84","Domestic","Consumer Staples","Food Products","Agricultural Products & Services"
"BGC","Bgc Group Inc","$4B (Small)","2,616,550","$8.98","Domestic","Financials","Capital Markets","Investment Banking & Brokerage"
"BHF","Brighthouse Financial Inc","$4B (Small)","805,560","$65.40","Domestic","Financials","Insurance","Life & Health Insurance"
"BIDU","Baidu Inc","$43B (Large)","2,817,260","$125.01","International (ADR)","Communication Services","Interactive Media & Services","Interactive Media & Services"
"BILI","Bilibili Inc","$8B (Mid)","1,506,680","$24.60","International (ADR)","Communication Services","Interactive Media & Services","Interactive Media & Services"
"BIRK","Birkenstock Holding PLC","$8B (Mid)","2,007,780","$45.51","Domestic","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Footwear"
"BJ","BJ's Wholesale Club Holdings Inc","$12B (Mid)","2,121,340","$93.16","Domestic","Consumer Staples","Consumer Staples Distribution & Retail","Consumer Staples Merchandise Retail"
"BK","Bank of New York Mellon Corp","$82B (Large)","3,399,570","$117.03","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"BKE","Buckle Inc","$3B (Small)","521,850","$57.05","Domestic","Consumer Discretionary","Specialty Retail","Apparel Retail"
"BKEAY","Bank of East Asia Ltd","$4B (Small)","1,280","$1.70","International (ADR)","Financials","Banks","Diversified Banks"
"BKNG","Booking Holdings Inc","$171B (Large)","292,600","$5,301.64","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
"BKNIY","Bankinter SA","$14B (Mid)","25,870","$16.09","International (ADR)","Financials","Banks","Diversified Banks"
"BKR","Baker Hughes Co","$46B (Large)","6,937,660","$46.86","Domestic","Energy","Energy Equipment & Services","Oil & Gas Equipment & Services"
"BKU","BankUnited Inc","$3B (Small)","969,390","$46.00","Domestic","Financials","Banks","Regional Banks"
"BKV","BKV Corp","$3B (Small)","1,349,440","$28.38","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"BLD","TopBuild Corp","$12B (Mid)","309,040","$435.91","Domestic","Consumer Discretionary","Household Durables","Homebuilding"
"BLK","BlackRock Inc","$169B (Large)","628,800","$1,089.09","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"BLSH","Bullish","$6B (Small)","1,498,280","$43.54","International (ADR)","Financials","Capital Markets","Financial Exchanges & Data"
"BMA","Banco Macro SA","$5B (Small)","321,420","$86.97","International (ADR)","Financials","Banks","Diversified Banks"
"BMO","Bank of Montreal","$94B (Large)","907,390","$131.66","International (ADR)","Financials","Banks","Diversified Banks"
"BN","Brookfield Corp","$113B (Large)","4,379,260","$45.66","International (ADR)","Financials","Capital Markets","Asset Management & Custody Banks"
"BNS","Bank of Nova Scotia","$90B (Large)","1,944,650","$72.77","International (ADR)","Financials","Banks","Diversified Banks"
"BOH","Bank of Hawaii Corp","$3B (Small)","374,010","$69.15","Domestic","Financials","Banks","Regional Banks"
"BOKF","BOK Financial Corp","$8B (Small)","235,230","$119.09","Domestic","Financials","Banks","Regional Banks"
"BOOT","Boot Barn Holdings Inc","$6B (Small)","467,220","$204.71","Domestic","Consumer Discretionary","Specialty Retail","Apparel Retail"
"BOSSY","Hugo Boss AG","$3B (Small)","1,620","$8.47","International (ADR)","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
"BP","BP PLC","$92B (Large)","6,707,740","$35.26","International (ADR)","Energy","Oil, Gas & Consumable Fuels","Integrated Oil & Gas"
"BPOP","Popular Inc","$8B (Mid)","589,110","$121.07","Domestic","Financials","Banks","Regional Banks"
"BRBR","Bellring Brands Inc","$4B (Small)","3,135,890","$31.95","Domestic","Consumer Staples","Personal Care Products","Personal Care Products"
"BRDCY","Bridgestone Corp","$30B (Mid)","50,490","$23.26","International (ADR)","Consumer Discretionary","Automobile Components","Tires & Rubber"
"BRK/A","Berkshire Hathaway Inc","$392B (Large)","600","$748,886.97","Domestic","Financials","Financial Services","Multi-Sector Holdings"
"BRO","Brown & Brown Inc","$28B (Mid)","2,378,440","$81.62","Domestic","Financials","Insurance","Insurance Brokers"
"BROS","Dutch Bros Inc","$10B (Mid)","2,537,820","$61.16","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants"
"BRSL","Brightstar Lottery PLC","$3B (Small)","1,752,480","$15.96","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Casinos & Gaming"
"BSAC","Banco Santander Chile","$15B (Mid)","263,860","$31.03","International (ADR)","Financials","Banks","Diversified Banks"
"BSBR","Banco Santander Brasil SA","$22B (Mid)","657,440","$5.92","International (ADR)","Financials","Banks","Diversified Banks"
"BSM","Black Stone Minerals LP","$3B (Small)","432,210","$14.57","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"BTI","British American Tobacco plc","$125B (Large)","3,895,230","$57.10","International (ADR)","Consumer Staples","Tobacco","Tobacco"
"BTU","Peabody Energy Corp","$4B (Small)","2,680,800","$29.15","Domestic","Energy","Oil, Gas & Consumable Fuels","Coal & Consumable Fuels"
"BUD","Anheuser-Busch Inbev SA","$115B (Large)","1,865,070","$63.74","International (ADR)","Consumer Staples","Beverages","Brewers"
"BULL","Webull Corp","$5B (Small)","14,138,870","$9.16","Domestic","Financials","Capital Markets","Investment Banking & Brokerage"
"BURL","Burlington Stores Inc","$17B (Mid)","1,153,880","$266.09","Domestic","Consumer Discretionary","Specialty Retail","Apparel Retail"
"BUSE","First Busey Corp","$2B (Small)","511,080","$25.17","Domestic","Financials","Banks","Regional Banks"
"BWA","Borgwarner Inc","$10B (Mid)","2,699,510","$44.49","Domestic","Consumer Discretionary","Automobile Components","Automotive Parts & Equipment"
"BWIN","Baldwin Insurance Group Inc","$3B (Small)","1,603,910","$24.08","Domestic","Financials","Insurance","Insurance Brokers"
"BX","Blackstone Inc","$184B (Large)","3,950,090","$151.18","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"BXMT","Blackstone Mortgage Trust Inc","$3B (Small)","1,251,980","$20.45","Domestic","Financials","Mortgage Real Estate Investment Trusts (REITs)","Mortgage REITs"
"BXSL","Blackstone Secured Lending Fund","$7B (Small)","1,361,520","$28.17","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"BYD","Boyd Gaming Corp","$7B (Small)","700,640","$85.10","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Casinos & Gaming"
"C","Citigroup Inc","$200B (Large)","12,533,130","$111.80","Domestic","Financials","Banks","Diversified Banks"
"CABGY","Carlsberg A/S","$13B (Mid)","45,810","$26.27","International (ADR)","Consumer Staples","Beverages","Brewers"
"CACC","Credit Acceptance Corp","$5B (Small)","96,230","$472.21","Domestic","Financials","Consumer Finance","Consumer Finance"
"CADE","Cadence Bank","$8B (Mid)","2,208,870","$43.78","Domestic","Financials","Banks","Regional Banks"
"CAG","Conagra Brands Inc","$8B (Mid)","9,528,030","$17.75","Domestic","Consumer Staples","Food Products","Packaged Foods & Meats"
"CAKE","Cheesecake Factory Inc","$2B (Small)","899,330","$49.86","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants"
"CALM","Cal-Maine Foods Inc","$4B (Small)","967,590","$86.89","Domestic","Consumer Staples","Food Products","Packaged Foods & Meats"
"CARG","CarGurus Inc","$4B (Small)","890,480","$38.50","Domestic","Communication Services","Interactive Media & Services","Interactive Media & Services"
"CART","Maplebear Inc","$12B (Mid)","4,742,190","$44.96","Domestic","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"CASY","Caseys General Stores Inc","$20B (Mid)","358,050","$540.07","Domestic","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"CATY","Cathay General Bancorp","$3B (Small)","431,490","$50.02","Domestic","Financials","Banks","Regional Banks"
"CAVA","CAVA Group Inc","$6B (Small)","3,959,670","$53.15","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants"
"CB","Chubb Ltd","$121B (Large)","2,138,520","$308.47","Domestic","Financials","Insurance","Property & Casualty Insurance"
"CBC","Central Bancompany Inc","$6B (Small)","258,430","$23.03","Domestic","Financials","Banks","Regional Banks"
"CBOE","Cboe Global Markets Inc","$26B (Mid)","657,310","$253.02","Domestic","Financials","Capital Markets","Financial Exchanges & Data"
"CBSH","Commerce Bancshares Inc","$7B (Small)","1,156,740","$53.74","Domestic","Financials","Banks","Regional Banks"
"CBU","Community Financial System Inc","$3B (Small)","212,800","$60.03","Domestic","Financials","Banks","Regional Banks"
"CCEP","Coca-Cola Europacific Partners PLC","$41B (Mid)","1,166,590","$90.80","International (ADR)","Consumer Staples","Beverages","Soft Drinks & Non-alcoholic Beverages"
"CCL","Carnival Corp","$32B (Mid)","17,281,220","$27.62","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
"CCU","Compania Cervecerias Unidas SA","$2B (Small)","180,320","$13.37","International (ADR)","Consumer Staples","Beverages","Brewers"
"CELH","Celsius Holdings Inc","$11B (Mid)","5,544,420","$43.84","Domestic","Consumer Staples","Beverages","Soft Drinks & Non-alcoholic Beverages"
"CFG","Citizens Financial Group Inc","$25B (Mid)","6,463,330","$58.39","Domestic","Financials","Banks","Regional Banks"
"CFR","Cullen/Frost Bankers Inc","$8B (Mid)","452,760","$129.21","Domestic","Financials","Banks","Regional Banks"
"CG","Carlyle Group Inc","$21B (Mid)","2,798,470","$58.35","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"CHA","Chagee Holdings Ltd","$3B (Small)","971,610","$13.65","International (ADR)","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants"
"CHD","Church & Dwight Co Inc","$20B (Mid)","2,905,560","$84.61","Domestic","Consumer Staples","Household Products","Household Products"
"CHDN","Churchill Downs Inc","$8B (Mid)","791,510","$116.76","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Casinos & Gaming"
"CHEF","Chefs' Warehouse Inc","$3B (Small)","422,130","$62.47","Domestic","Consumer Staples","Consumer Staples Distribution & Retail","Food Distributors"
"CHH","Choice Hotels International Inc","$4B (Small)","821,430","$91.29","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
"CHRD","Chord Energy Corp","$6B (Small)","602,210","$97.36","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"CHT","Chunghwa Telecom Co Ltd","$32B (Mid)","165,390","$41.40","International (ADR)","Communication Services","Diversified Telecommunication Services","Integrated Telecommunication Services"
"CHTR","Charter Communications Inc","$27B (Mid)","1,583,080","$206.60","Domestic","Communication Services","Media","Cable & Satellite"
"CHWY","Chewy Inc","$14B (Mid)","9,381,970","$32.74","Domestic","Consumer Discretionary","Specialty Retail","Other Specialty Retail"
"CHYM","Chime Financial Inc","$10B (Mid)","4,669,540","$26.19","Domestic","Financials","Financial Services","Transaction & Payment Processing Services"
"CIB","Grupo Cibest SA","$7B (Small)","265,900","$63.90","International (ADR)","Financials","Banks","Diversified Banks"
"CINF","Cincinnati Financial Corp","$26B (Mid)","530,790","$165.86","Domestic","Financials","Insurance","Property & Casualty Insurance"
"CIVI","Civitas Resources Inc","$3B (Small)","1,297,920","$29.33","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"CL","Colgate-Palmolive Co","$63B (Large)","6,726,260","$78.34","Domestic","Consumer Staples","Household Products","Household Products"
"CLX","Clorox Co","$13B (Mid)","1,804,750","$104.01","Domestic","Consumer Staples","Household Products","Household Products"
"CM","Canadian Imperial Bank of Commerce","$86B (Large)","1,169,470","$92.86","International (ADR)","Financials","Banks","Diversified Banks"
"CMA","Comerica Inc","$11B (Mid)","1,425,780","$89.46","Domestic","Financials","Banks","Diversified Banks"
"CMCSA","Comcast Corp","$99B (Large)","36,978,660","$27.23","Domestic","Communication Services","Media","Cable & Satellite"
"CME","CME Group Inc","$99B (Large)","1,809,540","$273.55","Domestic","Financials","Capital Markets","Financial Exchanges & Data"
"CMG","Chipotle Mexican Grill Inc","$48B (Large)","18,029,160","$36.14","Domestic","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants"
"CNA","CNA Financial Corp","$13B (Mid)","665,530","$46.57","Domestic","Financials","Insurance","Property & Casualty Insurance"
"CNK","Cinemark Holdings Inc","$3B (Small)","6,087,090","$24.65","Domestic","Communication Services","Entertainment","Movies & Entertainment"
"CNO","CNO Financial Group Inc","$4B (Small)","711,830","$41.24","Domestic","Financials","Insurance","Life & Health Insurance"
"CNQ","Canadian Natural Resources Ltd","$69B (Large)","7,669,700","$32.99","International (ADR)","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"CNR","Core Natural Resources Inc","$4B (Small)","703,250","$84.99","Domestic","Energy","Oil, Gas & Consumable Fuels","Coal & Consumable Fuels"
"CNS","Cohen & Steers Inc","$3B (Small)","554,170","$62.54","Domestic","Financials","Capital Markets","Asset Management & Custody Banks"
"CNX","CNX Resources Corp","$5B (Small)","1,948,910","$38.49","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"COCO","Vita Coco Company Inc","$3B (Small)","667,030","$54.56","Domestic","Consumer Staples","Beverages","Soft Drinks & Non-alcoholic Beverages"
"COF","Capital One Financial Corp","$151B (Large)","3,873,870","$237.87","Domestic","Financials","Consumer Finance","Consumer Finance"
"COIN","Coinbase Global Inc","$72B (Large)","8,107,010","$267.46","Domestic","Financials","Capital Markets","Financial Exchanges & Data"
"COKE","Coca-Cola Consolidated Inc","$11B (Mid)","436,190","$165.78","Domestic","Consumer Staples","Beverages","Soft Drinks & Non-alcoholic Beverages"
"COLB","Columbia Banking System Inc","$9B (Mid)","2,880,610","$29.24","Domestic","Financials","Banks","Regional Banks"
"COLM","Columbia Sportswear Co","$3B (Small)","508,640","$57.18","Domestic","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
"COP","ConocoPhillips","$118B (Large)","7,524,400","$95.54","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"COST","Costco Wholesale Corp","$393B (Large)","2,782,050","$884.47","Domestic","Consumer Staples","Consumer Staples Distribution & Retail","Consumer Staples Merchandise Retail"
"COTY","Coty Inc","$3B (Small)","5,461,200","$3.22","Domestic","Consumer Staples","Personal Care Products","Personal Care Products"
"CPAY","Corpay Inc","$22B (Mid)","538,770","$316.09","Domestic","Financials","Financial Services","Transaction & Payment Processing Services"
"CPB","Campbell's Co","$9B (Mid)","8,880,350","$28.74","Domestic","Consumer Staples","Food Products","Packaged Foods & Meats"
"CPNG","Coupang Inc","$47B (Large)","12,786,250","$25.63","Domestic","Consumer Discretionary","Broadline Retail","Broadline Retail"
"CPRI","Capri Holdings Ltd","$3B (Small)","2,953,560","$26.03","Domestic","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
"CQP","Cheniere Energy Partners LP","$26B (Mid)","87,350","$52.94","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation"
"CRBG","Corebridge Financial Inc","$16B (Mid)","5,570,850","$31.54","Domestic","Financials","Financial Services","Diversified Financial Services"
"CRC","California Resources Corp","$4B (Small)","714,630","$48.32","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"CRGY","Crescent Energy Co","$2B (Small)","4,533,190","$9.40","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"CRK","Comstock Resources Inc","$6B (Small)","2,888,710","$21.67","Domestic","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"CROX","Crocs Inc","$5B (Small)","1,391,330","$89.91","Domestic","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Footwear"
"CRZBY","Commerzbank AG","$46B (Large)","73,000","$40.60","International (ADR)","Financials","Banks","Diversified Banks"
"CSAN","Cosan SA","$2B (Small)","1,721,980","$4.64","International (ADR)","Consumer Discretionary","Specialty Retail","Automotive Retail"
